loc_rowid,toi,tid,tfopwg_disp
4057,4520.01,404243877,KP
4058,4521.01,439842788,KP
4059,4522.01,369480087,FP
4060,4523.01,427332229,KP
4061,4524.01,333657795,CP
4062,4525.01,36592530,KP
4063,4526.01,39926974,KP
4064,4527.01,380887434,CP
4065,4528.01,376981340,FA
4066,4529.01,384888319,CP
4067,453.01,452808876,KP
4068,4530.01,35022727,KP
4069,4531.01,262662119,KP
4070,4532.01,376939759,KP
4071,4533.01,418761354,KP
4072,4534.01,437704321,KP
4073,4535.01,26017005,KP
4074,4536.01,380907135,KP
4075,4537.01,251039147,PC
4076,4538.01,262715204,KP
4077,4538.02,262715204,KP
4078,4538.03,262715204,KP
4079,4539.01,102264230,KP
4080,454.01,153077621,APC
4081,4540.01,388816604,PC
4082,4541.01,293432942,APC
4083,4542.01,4464022,PC
4084,4543.01,435336785,PC
4085,4544.01,435339847,KP
4086,4545.01,610976842,KP
4087,4546.01,25911962,PC
4088,4547.01,206284139,KP
4089,4548.01,21130820,PC
4090,4549.01,9030119,PC
4091,455.01,98796344,CP
4092,4550.01,400972123,PC
4093,4551.01,204650483,CP
4094,4552.01,248250955,CP
4095,4553.01,383721338,PC
4096,4554.01,369768787,PC
4097,4555.01,141770198,PC
4098,4556.01,107018378,PC
4099,4557.01,258917846,PC
4100,4558.01,220414682,PC
4101,4559.01,271169413,CP
4102,456.01,77228304,FP
4103,4560.01,307716123,PC
4104,4561.01,33716474,PC
4105,4562.01,349576261,CP
4106,4563.01,418255064,PC
4107,4564.01,400786146,FP
4108,4565.01,381897917,PC
4109,4566.01,269728501,PC
4110,4567.01,307849973,PC
4111,4567.02,307849973,PC
4112,4568.01,447088034,PC
4113,4569.01,149126400,FP
4114,457.01,89256802,PC
4115,4570.01,137402055,KP
4116,4571.01,48451130,KP
4117,4572.01,154940895,PC
4118,4573.01,362103298,PC
4119,4574.01,298428237,PC
4120,4575.01,372759746,PC
4121,4576.01,157667414,PC
4122,4577.01,138364831,KP
4123,4578.01,154474036,PC
4124,4579.01,27769688,KP
4125,458.01,64071894,PC
4126,4580.01,219742885,PC
4127,4581.01,273231214,KP
4128,4581.02,273231214,KP
4129,4582.01,219854519,CP
4130,4583.01,103604037,FA
4131,4584.01,120255950,KP
4132,4585.01,233529335,PC
4133,4586.01,416534875,PC
4134,4587.01,137683938,KP
4135,4588.01,48031665,PC
4136,4589.01,164458714,KP
4137,459.01,38603673,APC
4138,4590.01,154923406,PC
4139,4591.01,356868487,FP
4140,4592.01,122785299,KP
4141,4593.01,399954349,KP
4142,4593.02,399954349,KP
4143,4594.01,158555987,FP
4144,4595.01,159725995,KP
4145,4596.01,86951294,PC
4146,4597.01,68573534,PC
4147,4598.01,29017001,PC
4148,4599.01,307809773,CP
4149,4599.02,307809773,CP
4150,460.01,9804616,FP
4151,4600.01,232608943,CP
4152,4600.02,232608943,CP
4153,4601.01,349071261,PC
4154,4602.01,467651916,CP
4155,4603.01,437856897,CP
4156,4604.01,27039476,KP
4157,4605.01,19155785,FP
4158,4606.01,68577662,KP
4159,4607.01,28294709,PC
4160,4608.01,427740976,PC
4161,4609.01,118820486,PC
4162,461.01,4646810,CP
4163,4610.01,1950736,FP
4164,4611.01,68646526,PC
4165,4612.01,97735908,KP
4166,4613.01,436652523,APC
4167,4614.01,408809625,PC
4168,4615.01,84599716,PC
4169,4616.01,258796169,CP
4170,4617.01,18373995,PC
4171,4618.01,284326455,KP
4172,4619.01,238586172,PC
4173,462.01,420049884,PC
4174,4620.01,171160243,PC
4175,4621.01,293457754,KP
4176,4622.01,94727308,APC
4177,4623.01,56399553,KP
4178,4624.01,84339983,KP
4179,4625.01,58472992,PC
4180,4626.01,241442273,PC
4181,4627.01,89702406,FP
4182,4628.01,404421005,KP
4183,4629.01,304339227,PC
4184,463.01,176831592,FP
4185,4630.01,292202337,PC
4186,4631.01,313006381,PC
4187,4632.01,336075472,PC
4188,4633.01,307958020,CP
4189,4634.01,17150865,FP
4190,4635.01,337129672,FP
4191,4636.01,405484221,FP
4192,4637.01,306485267,PC
4193,4638.01,58824746,CP
4194,4639.01,91251292,PC
4195,4639.02,91251292,PC
4196,464.01,398733009,FP
4197,4640.01,337216118,PC
4198,4641.01,436873727,CP
4199,4642.01,336961891,PC
4200,4643.01,270355392,PC
4201,4643.02,270355392,PC
4202,4644.01,387423096,PC
4203,4645.01,46698351,PC
4204,4646.01,286696849,PC
4205,4647.01,303204165,PC
4206,4647.02,303204165,PC
4207,4648.01,257774438,KP
4208,4649.01,404713783,PC
4209,465.01,270380593,KP
4210,4650.01,60646268,PC
4211,4651.01,147302550,PC
4212,4652.01,139877968,PC
4213,4653.01,238854767,PC
4214,4654.01,99648579,PC
4215,4655.01,209310912,PC
4216,4656.01,120523488,PC
4217,4657.01,434110695,PC
4218,4658.01,224279091,PC
4219,4659.01,178215634,PC
4220,466.01,4616072,KP
4221,4660.01,435259601,PC
4222,4661.01,441135051,PC
4223,4662.01,166778944,PC
4224,4663.01,237358490,PC
4225,4664.01,299551666,PC
4226,4665.01,165201455,PC
4227,4666.01,165202476,CP
4228,4667.01,422884521,PC
4229,4668.01,142938659,PC
4230,4669.01,71401634,FP
4231,467.01,20178111,FP
4232,4670.01,404506270,PC
4233,4671.01,439873430,PC
4234,4672.01,332911893,PC
4235,4673.01,118573065,PC
4236,4674.01,89062142,PC
4237,4675.01,279095914,PC
4238,4676.01,219225319,PC
4239,4677.01,100974694,PC
4240,4678.01,206717400,PC
4241,4679.01,283605976,PC
4242,468.01,33521996,KP
4243,4680.01,31258738,PC
4244,4681.01,248689510,PC
4245,4682.01,449197624,FP
4246,4683.01,264460005,FP
4247,4684.01,399757537,PC
4248,4685.01,431693152,PC
4249,4686.01,316875094,PC
4250,4687.01,302759417,PC
4251,4688.01,245793479,PC
4252,4689.01,396935099,PC
4253,469.01,33692729,CP
4254,4690.01,455033897,APC
4255,4691.01,200321577,PC
4256,4692.01,153723304,PC
4257,4693.01,117843365,APC
4258,4694.01,50745119,PC
4259,4695.01,139550876,PC
4260,4696.01,243011228,PC
4261,4697.01,250189842,PC
4262,4698.01,411781649,PC
4263,4699.01,34395020,PC
4264,470.01,37770169,CP
4265,4700.01,468911753,APC
4266,4701.01,9344899,PC
4267,4702.01,248690688,PC
4268,4703.01,293514367,PC
4269,4704.01,455030519,APC
4270,4705.01,436637677,PC
4271,4706.01,37117064,PC
4272,4707.01,322825139,PC
4273,4708.01,232194097,PC
4274,4709.01,317328621,APC
4275,471.01,47911178,KP
4276,4710.01,144486060,PC
4277,4711.01,177718896,PC
4278,4712.01,317089770,PC
4279,4713.01,102542376,APC
4280,4714.01,251111783,PC
4281,4715.01,268372005,FP
4282,4716.01,268689126,PC
4283,4717.01,269190305,PC
4284,4718.01,234958949,PC
4285,4719.01,306363166,PC
4286,472.01,52280468,APC
4287,4720.01,124322274,PC
4288,4721.01,229210014,PC
4289,4722.01,142530031,PC
4290,4723.01,322824542,PC
4291,4724.01,119638424,PC
4292,4725.01,26587613,PC
4293,4726.01,409009431,PC
4294,4727.01,39824732,PC
4295,4728.01,270716565,PC
4296,4729.01,52738649,PC
4297,473.01,52640302,KP
4298,4730.01,97866515,PC
4299,4731.01,438368981,PC
4300,4732.01,78489364,PC
4301,4733.01,438149332,PC
4302,4734.01,97714451,PC
4303,4735.01,280292434,PC
4304,4736.01,265619984,PC
4305,4737.01,142532090,CP
4306,4738.01,247873937,FP
4307,4739.01,281716779,APC
4308,474.01,59843967,KP
4309,4740.01,72097808,PC
4310,4741.01,291198795,PC
4311,4742.01,237637903,PC
4312,4743.01,23725901,PC
4313,4744.01,293931909,PC
4314,4745.01,269278156,PC
4315,4746.01,160180298,PC
4316,4747.01,235078021,PC
4317,4748.01,59770954,PC
4318,4749.01,153412485,PC
4319,475.01,100608026,PC
4320,4750.01,317189702,PC
4321,4751.01,291580615,PC
4322,4752.01,237700098,PC
4323,4753.01,306604742,PC
4324,4754.01,61344769,PC
4325,4755.01,267197567,PC
4326,4756.01,119556803,PC
4327,4757.01,53744258,PC
4328,4758.01,34524670,PC
4329,4759.01,49705089,CP
4330,476.01,156987351,PC
4331,4760.01,291332861,PC
4332,4761.01,440849210,PC
4333,4762.01,119069946,PC
4334,4763.01,143072696,PC
4335,4764.01,268456052,PC
4336,4765.01,21747057,PC
4337,4766.01,271307949,PC
4338,4767.01,157127081,PC
4339,4768.01,108940329,PC
4340,4769.01,333814134,PC
4341,477.01,170102285,KP
4342,4770.01,112110888,PC
4343,4771.01,266441563,APC
4344,4772.01,455153906,PC
4345,4773.01,415276070,PC
4346,4774.01,148129139,PC
4347,4775.01,412521892,PC
4348,4776.01,196286578,PC
4349,4777.01,170368805,PC
4350,4778.01,145163386,PC
4351,4779.01,170221808,PC
4352,478.01,172464366,FP
4353,4780.01,231937828,PC
4354,4781.01,176242778,PC
4355,4782.01,423128096,APC
4356,4783.01,218988652,APC
4357,4784.01,409207712,PC
4358,4785.01,50751260,PC
4359,4786.01,127012328,PC
4360,4787.01,431981595,PC
4361,4788.01,156999527,PC
4362,4789.01,134221850,PC
4363,479.01,306362738,KP
4364,4790.01,452903647,APC
4365,4791.01,100389539,CP
4366,4792.01,265350422,APC
4367,4793.01,65949719,PC
4368,4794.01,95589845,PC
4369,4795.01,107090327,PC
4370,4796.01,65905621,PC
4371,4797.01,265011923,PC
4372,4798.01,274137295,PC
4373,4799.01,65805840,PC
4374,480.01,317548889,CP
4375,4800.01,280307604,FP
4376,4801.01,419092044,PC
4377,4802.01,50575306,PC
4378,4803.01,19117967,PC
4379,4804.01,320341952,PC
4380,4805.01,7976072,PC
4381,4806.01,96317115,PC
4382,4807.01,174546820,PC
4383,4808.01,126772538,FP
4384,4809.01,143724857,PC
4385,481.01,339672028,CP
4386,4810.01,281225729,PC
4387,4811.01,334414389,PC
4388,4812.01,81744640,PC
4389,4813.01,333810741,PC
4390,4814.01,32004914,PC
4391,4815.01,19447218,PC
4392,4816.01,156990000,PC
4393,4817.01,60074373,FP
4394,4818.01,181422954,PC
4395,4819.01,82739585,PC
4396,482.01,365639282,FP
4397,4820.01,394223845,PC
4398,4821.01,354937825,PC
4399,4822.01,52936161,PC
4400,4823.01,348756659,PC
4401,4824.01,179687771,PC
4402,4825.01,53047383,PC
4403,4826.01,17683158,PC
4404,4827.01,332630868,FP
4405,4828.01,291469139,PC
4406,4829.01,268439377,FP
4407,483.01,393414358,KP
4408,4830.01,1260235,PC
4409,4831.01,17896514,PC
4410,4832.01,186470968,PC
4411,4833.01,176442805,PC
4412,4834.01,77550515,PC
4413,4835.01,434428836,PC
4414,4836.01,231559817,PC
4415,4837.01,19612445,PC
4416,4838.01,374200604,FP
4417,4839.01,38118291,PC
4418,484.01,427348923,FP
4419,4840.01,80029842,FP
4420,4841.01,453060368,PC
4421,4842.01,131034657,PC
4422,4843.01,258051471,PC
4423,4844.01,143994382,PC
4424,4845.01,26305150,PC
4425,4846.01,418971787,FP
4426,4847.01,186541435,PC
4427,4848.01,134596619,PC
4428,4849.01,132534906,FP
4429,485.01,427352241,FP
4430,4850.01,332705008,PC
4431,4851.01,60377863,PC
4432,4852.01,74712191,PC
4433,4853.01,74530173,PC
4434,4854.01,70780410,PC
4435,4855.01,44514807,PC
4436,4856.01,428685938,FP
4437,4857.01,35972578,PC
4438,4858.01,262499797,FP
4439,4859.01,152467154,PC
4440,486.01,260708537,CP
4441,4860.01,335590096,CP
4442,4861.01,71341774,PC
4443,4862.01,322807371,CP
4444,4863.01,143032776,FP
4445,4864.01,48274889,PC
4446,4865.01,143059017,APC
4447,4866.01,35758536,PC
4448,4867.01,74484423,PC
4449,4868.01,362370757,PC
4450,4869.01,71221700,PC
4451,487.01,31852980,PC
4452,487.02,31852980,PC
4453,4870.01,446135868,PC
4454,4871.01,168158622,PC
4455,4872.01,310822679,PC
4456,4873.01,228694725,APC
4457,4874.01,463754499,PC
4458,4875.01,133512515,PC
4459,4876.01,458300989,PC
4460,4877.01,447054140,PC
4461,4878.01,144155193,PC
4462,4879.01,45465399,FP
4463,488.01,452866790,CP
4464,4880.01,245099574,PC
4465,4881.01,359735804,PC
4466,4882.01,458331312,PC
4467,4883.01,446463666,PC
4468,4884.01,80681136,PC
4469,4885.01,72504752,PC
4470,4886.01,457743020,FP
4471,4887.01,274911400,PC
4472,4888.01,309292963,PC
4473,4889.01,441936163,PC
4474,489.01,455096220,KP
4475,4890.01,92004082,PC
4476,4891.01,458199018,PC
4477,4892.01,6010784,PC
4478,4893.01,441234277,PC
4479,4894.01,469333534,PC
4480,4895.01,463365347,PC
4481,4896.01,438278301,PC
4482,4897.01,81693792,PC
4483,4898.01,124235800,PC
4484,4899.01,376610581,PC
4485,490.01,455135327,KP
4486,4900.01,425508314,PC
4487,4901.01,107017977,PC
4488,4902.01,358072664,FP
4489,4903.01,457789844,PC
4490,4904.01,464388115,PC
4491,4905.01,463011281,PC
4492,4906.01,385459345,PC
4493,4907.01,447585233,PC
4494,4908.01,356835341,PC
4495,4909.01,272211398,PC
4496,491.01,468987719,KP
4497,4910.01,303327435,PC
4498,4911.01,303814029,PC
4499,4912.01,219769290,PC
4500,4913.01,72401290,PC
4501,4914.01,49254857,CP
4502,4915.01,440937096,PC
4503,4916.01,454069765,KP
4504,4917.01,317362389,PC
4505,4918.01,60859922,PC
4506,4919.01,155419920,PC
4507,492.01,17746821,KP
4508,4920.01,132611413,PC
4509,4921.01,404227343,PC
4510,4922.01,411943564,PC
4511,4923.01,219181903,PC
4512,4924.01,307099276,PC
4513,4925.01,399847887,PC
4514,4926.01,454828937,PC
4515,4927.01,376421071,PC
4516,4928.01,448820344,PC
4517,4929.01,359403471,PC
4518,493.01,19025965,PC
4519,4930.01,307221757,PC
4520,4931.01,296850254,PC
4521,4932.01,148772620,PC
4522,4933.01,35106764,PC
4523,4934.01,292797572,FP
4524,4935.01,412635642,PC
4525,4936.01,68030406,PC
4526,4937.01,241638905,PC
4527,4938.01,457018819,PC
4528,4939.01,149109125,PC
4529,494.01,19519368,PC
4530,4940.01,237929468,CP
4531,4941.01,77680373,PC
4532,4942.01,166242494,PC
4533,4943.01,418567812,PC
4534,4944.01,242190195,PC
4535,4945.01,332017079,PC
4536,4946.01,319783554,FP
4537,4947.01,382975217,PC
4538,4948.01,160476088,PC
4539,4949.01,401028336,PC
4540,495.01,22529346,KP
4541,4950.01,245341495,PC
4542,4951.01,448435566,PC
4543,4952.01,400073524,PC
4544,4953.01,405571798,PC
4545,4954.01,147723246,PC
4546,4955.01,188865842,PC
4547,4956.01,8005485,PC
4548,4957.01,412485680,PC
4549,4958.01,457649900,PC
4550,4959.01,290337456,PC
4551,496.01,88977253,APC
4552,4960.01,329672278,PC
4553,4961.01,420202798,PC
4554,4962.01,210681065,PC
4555,4963.01,407827885,PC
4556,4964.01,406443564,FP
4557,4965.01,129890791,PC
4558,4966.01,295507430,PC
4559,4967.01,243476396,PC
4560,4968.01,253961767,PC
4561,4969.01,406106335,PC
4562,497.01,108645766,FP
4563,4970.01,359523751,PC
4564,4971.01,453942180,PC
4565,4972.01,149585119,PC
4566,4973.01,397522142,PC
4567,4974.01,148478039,PC
4568,4975.01,304085024,PC
4569,4976.01,210629725,PC
4570,4977.01,68081952,PC
4571,4978.01,145204443,PC
4572,4979.01,311736478,PC
4573,498.01,121338379,APC
4574,4980.01,200435203,PC
4575,4981.01,14029793,PC
4576,4982.01,46627476,PC
4577,4983.01,80137654,PC
4578,4984.01,177391159,PC
4579,4985.01,294315741,FP
4580,4986.01,5592720,PC
4581,4987.01,293607057,CP
4582,4988.01,445392860,PC
4583,4989.01,303385111,PC
4584,499.01,123702439,APC
4585,4990.01,295312916,PC
4586,4991.01,247180220,PC
4587,4992.01,362111691,PC
4588,4993.01,360221713,PC
4589,4994.01,277128619,CP
4590,4995.01,294295243,PC
4591,4996.01,384709136,PC
4592,4997.01,340624586,PC
4593,4998.01,76228620,PC
4594,4999.01,33227166,PC
4595,500.01,134200185,CP
4596,5000.01,179230828,PC
4597,5000.02,179230828,PC
4598,5001.01,95709395,PC
4599,5002.01,418471116,PC
4600,5003.01,301900477,PC
4601,5004.01,384386062,PC
4602,5005.01,282485660,CP
4603,5006.01,449107129,PC
4604,5007.01,424196109,CP
4605,5008.01,150531994,PC
4606,5009.01,463781038,PC
4607,501.01,134537478,KP
4608,5010.01,276735500,PC
4609,5011.01,418298773,PC
4610,5012.01,245728942,PC
4611,5013.01,287494667,PC
4612,5014.01,362032529,PC
4613,5015.01,221656234,PC
4614,5016.01,68322189,FP
4615,5017.01,302054555,PC
4616,5018.01,294691204,PC
4617,5019.01,420829332,PC
4618,502.01,172193428,APC
4619,5020.01,310266243,PC
4620,5021.01,403405969,PC
4621,5022.01,208772468,PC
4622,5023.01,213111428,PC
4623,5024.01,344130921,PC
4624,5025.01,217838717,PC
4625,5026.01,161247580,PC
4626,5027.01,361711730,CP
4627,5028.01,76894548,PC
4628,5029.01,154400369,PC
4629,503.01,186812530,CP
4630,5030.01,444290896,PC
4631,5031.01,46807139,PC
4632,5032.01,283665218,PC
4633,5033.01,318180448,PC
4634,5034.01,306990399,PC
4635,5035.01,401509690,PC
4636,5036.01,406726743,PC
4637,5037.01,263486257,PC
4638,5038.01,127115861,PC
4639,5039.01,396649769,PC
4640,504.01,219164808,FP
4641,5040.01,412828754,PC
4642,5041.01,324609476,PC
4643,5042.01,282221346,PC
4644,5043.01,75522633,PC
4645,5044.01,298946836,PC
4646,5045.01,297950791,PC
4647,5046.01,306512967,PC
4648,5047.01,291857895,PC
4649,5048.01,323022088,APC
4650,5049.01,261020738,PC
4651,505.01,268644785,KP
4652,5050.01,282701278,PC
4653,5051.01,217933560,PC
4654,5052.01,208151094,PC
4655,5053.01,324426685,PC
4656,5054.01,401704685,PC
4657,5055.01,407146538,FP
4658,5056.01,216925130,PC
4659,5057.01,37291237,PC
4660,5058.01,277034534,PC
4661,5059.01,458027465,PC
4662,506.01,274138511,FP
4663,5060.01,16264917,PC
4664,5061.01,214218272,PC
4665,5062.01,294768072,PC
4666,5063.01,173979859,PC
4667,5064.01,407127579,PC
4668,5065.01,243244680,KP
4669,5066.01,56655478,PC
4670,5067.01,117275513,KP
4671,5068.01,366631954,KP
4672,5069.01,381360757,PC
4673,507.01,348538431,PC
4674,5070.01,319968129,FP
4675,5071.01,307733361,KP
4676,5072.01,7059054,KP
4677,5073.01,458686969,PC
4678,5074.01,6893917,KP
4679,5075.01,23113034,FP
4680,5076.01,303432813,CP
4681,5077.01,87873211,PC
4682,5078.01,303523128,PC
4683,5079.01,69672493,FP
4684,508.01,425206121,KP
4685,5080.01,17409453,KP
4686,5081.01,203214138,KP
4687,5082.01,437011608,CP
4688,5083.01,5882269,KP
4689,5084.01,438260486,PC
4690,5085.01,6785559,PC
4691,5086.01,178217113,KP
4692,5087.01,18310799,KP
4693,5088.01,234388232,PC
4694,5088.02,234388232,PC
4695,5089.01,330687113,KP
4696,509.01,453211454,CP
4697,509.02,453211454,CP
4698,5090.01,184892124,KP
4699,5091.01,438073782,PC
4700,5092.01,90853136,APC
4701,5093.01,63189173,KP
4702,5094.01,19028197,KP
4703,5095.01,434226736,KP
4704,5096.01,26826078,KP
4705,5097.01,203214081,KP
4706,5098.01,14770122,KP
4707,5099.01,91481801,PC
4708,510.01,238086647,APC
4709,5100.01,349582831,PC
4710,5101.01,366410512,KP
4711,5102.01,82508808,APC
4712,5103.01,366443576,APC
4713,5104.01,415443327,PC
4714,5105.01,203287192,PC
4715,5106.01,59351345,PC
4716,5107.01,97735297,FP
4717,5108.01,350348197,CP
4718,5109.01,411930845,PC
4719,511.01,440777904,KP
4720,5110.01,239977528,CP
4721,5111.01,203289099,KP
4722,5112.01,337385330,PC
4723,5113.01,2685481,PC
4724,5114.01,26693519,PC
4725,5115.01,366499151,PC
4726,5116.01,149496868,PC
4727,5117.01,26469462,PC
4728,5118.01,438412198,PC
4729,5119.01,75427473,FP
4730,512.01,119292328,CP
4731,512.02,119292328,APC
4732,5120.01,58723861,PC
4733,5121.01,366568760,KP
4734,5122.01,116668723,PC
4735,5123.01,332022997,KP
4736,5123.02,332022997,KP
4737,5124.01,306902029,FP
4738,5125.01,247906954,PC
4739,5126.01,27064468,CP
4740,5126.02,27064468,CP
4741,5127.01,438170612,PC
4742,5128.01,406495245,PC
4743,5129.01,101520163,PC
4744,513.01,431999925,FP
4745,5130.01,75589027,PC
4746,5131.01,350043412,PC
4747,5132.01,114516994,APC
4748,5133.01,312221462,FP
4749,5134.01,95010343,FP
4750,5135.01,172110606,FP
4751,5136.01,175236511,KP
4752,5137.01,14570132,PC
4753,5138.01,38087018,KP
4754,5139.01,95337971,PC
4755,514.01,366576758,KP
4756,5140.01,175193677,PC
4757,5141.01,350020859,KP
4758,5142.01,393495970,KP
4759,5143.01,281837575,PC
4760,5143.02,281837575,PC
4761,5144.01,380619414,KP
4762,5145.01,281885301,KP
4763,5146.01,173103335,KP
4764,5147.01,95361530,PC
4765,5148.01,291517604,PC
4766,5149.01,286094277,PC
4767,515.01,366622912,CP
4768,5150.01,40954422,FP
4769,5151.01,388130237,PC
4770,5152.01,257527578,CP
4771,5153.01,124029677,CP
4772,5154.01,240849748,APC
4773,5155.01,388811663,KP
4774,5156.01,468889418,PC
4775,5157.01,38161230,APC
4776,5158.01,337647366,PC
4777,5159.01,286712787,PC
4778,5159.02,286712787,PC
4779,516.01,318937509,APC
4780,5160.01,4165850,PC
4781,5161.01,277697921,PC
4782,5162.01,60286662,KP
4783,5163.01,115010361,KP
4784,5164.01,6892385,KP
4785,5165.01,349986198,PC
4786,5166.01,59582240,PC
4787,5167.01,458686504,PC
4788,5168.01,363548415,KP
4789,5169.01,350023518,PC
4790,517.01,308307606,FP
4791,5170.01,330690135,KP
4792,5171.01,110996418,PC
4793,5172.01,53287554,PC
4794,5173.01,98669309,KP
4795,5174.01,49428710,CP
4796,5175.01,55266835,PC
4797,5176.01,437054764,PC
4798,5177.01,350033870,PC
4799,5178.01,149969625,KP
4800,5179.01,288671122,PC
4801,518.01,264979636,PC
4802,5180.01,346972413,PC
4803,5181.01,346667887,PC
4804,5182.01,99654378,PC
4805,5183.01,298829544,PC
4806,5184.01,28643432,FP
4807,5185.01,462808933,PC
4808,5186.01,68453985,PC
4809,5187.01,441590110,PC
4810,5188.01,141677268,PC
4811,5189.01,408549705,FP
4812,519.01,218795833,CP
4813,5190.01,289574465,PC
4814,5191.01,359469754,PC
4815,5192.01,336125492,PC
4816,5193.01,336126253,PC
4817,5194.01,288612903,PC
4818,5195.01,357145112,PC
4819,5196.01,383828887,PC
4820,5197.01,219431828,APC
4821,5198.01,193628179,FP
4822,5199.01,298049015,FP
4823,520.01,148479278,PC
4824,5200.01,21101556,PC
4825,5201.01,267810289,PC
4826,5202.01,320324079,PC
4827,5203.01,158323182,PC
4828,5204.01,65845738,PC
4829,5205.01,419411415,CP
4830,5206.01,159117779,PC
4831,5207.01,147892178,PC
4832,5208.01,110738386,PC
4833,5209.01,111108561,PC
4834,521.01,27649847,CP
4835,5210.01,265979849,PC
4836,5211.01,215595454,PC
4837,5212.01,424699834,FP
4838,5213.01,247356332,PC
4839,5214.01,7583660,PC
4840,5215.01,236632480,PC
4841,5216.01,256561562,PC
4842,5217.01,215018906,PC
4843,5218.01,259172249,CP
4844,5219.01,378708888,PC
4845,522.01,19451711,FA
4846,5220.01,394691478,PC
4847,5221.01,233409941,PC
4848,5222.01,30791047,APC
4849,5223.01,377297285,PC
4850,5224.01,406361982,PC
4851,5225.01,383645563,PC
4852,5226.01,195093356,FP
4853,5227.01,313453776,PC
4854,5228.01,154014059,PC
4855,5229.01,288428649,PC
4856,523.01,93125144,FA
4857,5230.01,55778666,PC
4858,5231.01,105387356,FP
4859,5232.01,69356857,CP
4860,5233.01,259100469,PC
4861,5234.01,335681838,PC
4862,5235.01,154814765,PC
4863,5236.01,193765661,PC
4864,5237.01,435740442,PC
4865,5238.01,219016883,CP
4866,5239.01,230290708,PC
4867,524.01,365690646,FA
4868,5240.01,40055053,CP
4869,5241.01,305948428,PC
4870,5242.01,426122503,PC
4871,5243.01,322504451,PC
4872,5244.01,352151292,PC
4873,5245.01,123041007,APC
4874,5246.01,295807723,FP
4875,5247.01,289307883,PC
4876,5248.01,256154857,APC
4877,5249.01,185598695,PC
4878,525.01,71512186,PC
4879,5250.01,278105308,PC
4880,5251.01,436007113,PC
4881,5252.01,395385033,PC
4882,5253.01,284660935,APC
4883,5254.01,126225595,PC
4884,5255.01,158325942,PC
4885,5256.01,356146869,PC
4886,5257.01,185226925,FP
4887,5258.01,147895461,FP
4888,5259.01,375419034,PC
4889,526.01,200593988,FP
4890,5260.01,326347927,FP
4891,5261.01,402828941,PC
4892,5262.01,274122380,FP
4893,5263.01,275527293,PC
4894,5264.01,435719275,PC
4895,5265.01,219847787,PC
4896,5266.01,312899686,FP
4897,5267.01,153971295,PC
4898,5268.01,202468443,FP
4899,5269.01,359321688,PC
4900,527.01,148228019,APC
4901,5270.01,424112727,PC
4902,5271.01,296461391,PC
4903,5272.01,278668358,PC
4904,5273.01,172871230,FP
4905,5274.01,356682805,PC
4906,5275.01,219466803,FP
4907,5276.01,282935857,APC
4908,5277.01,276381737,PC
4909,5278.01,264301607,PC
4910,5279.01,7681574,PC
4911,528.01,403693875,FP
4912,5280.01,194679333,PC
4913,5281.01,405932063,PC
4914,5282.01,329346586,PC
4915,5283.01,399956873,FP
4916,5284.01,171312653,PC
4917,5285.01,250330564,PC
4918,5286.01,301035553,PC
4919,5287.01,909930,APC
4920,5288.01,857186,PC
4921,5289.01,176279915,PC
4922,529.01,438490744,FP
4923,5290.01,224217761,PC
4924,5291.01,250983039,PC
4925,5292.01,33397739,PC
4926,5293.01,250111245,CP
4927,5294.01,422486295,PC
4928,5295.01,4619242,APC
4929,5296.01,241102583,FP
4930,5297.01,422423972,PC
4931,5298.01,313835568,PC
4932,5299.01,407997410,PC
4933,530.01,387690507,CP
4934,5300.01,267215820,PC
4935,5301.01,58825110,CP
4936,5302.01,337025682,PC
4937,5303.01,58798731,PC
4938,5304.01,293407882,PC
4939,5305.01,408743161,PC
4940,5306.01,387401076,PC
4941,5307.01,369477998,APC
4942,5308.01,422653398,FP
4943,5309.01,52052461,PC
4944,531.01,302895996,FP
4945,5310.01,306204904,PC
4946,5311.01,306401382,PC
4947,5312.01,399724238,PC
4948,5313.01,347469901,PC
4949,5314.01,302202317,PC
4950,5315.01,126982221,PC
4951,5316.01,309439436,PC
4952,5317.01,408824640,PC
4953,5318.01,435871546,PC
4954,5319.01,246965431,CP
4955,532.01,144700903,CP
4956,5320.01,257562160,APC
4957,5321.01,243153196,FP
4958,5322.01,336691874,PC
4959,5323.01,272146465,APC
4960,5324.01,408643099,PC
4961,5325.01,270406298,APC
4962,5326.01,257922326,PC
4963,5327.01,303502327,PC
4964,5328.01,58372253,PC
4965,5329.01,61145589,PC
4966,533.01,309791156,PC
4967,5330.01,436843539,PC
4968,5331.01,387544178,PC
4969,5332.01,387515920,PC
4970,5333.01,96948338,PC
4971,5334.01,247409676,PC
4972,5335.01,381360750,PC
4973,5336.01,430099722,PC
4974,5337.01,27294830,PC
4975,5338.01,467615239,PC
4976,5339.01,101348333,PC
4977,534.01,281909674,KP
4978,5340.01,14156936,PC
4979,5341.01,90669930,PC
4980,5342.01,356990855,PC
4981,5343.01,34980970,PC
4982,5344.01,16005254,CP
4983,5345.01,96165095,PC
4984,5346.01,26018819,PC
4985,5347.01,21119973,PC
4986,5348.01,366527844,PC
4987,5349.01,26054627,CP
4988,535.01,280210963,KP
4989,5350.01,68808155,PC
4990,5351.01,27476314,PC
4991,5352.01,69995219,PC
4992,5353.01,113919944,FP
4993,5354.01,34781378,PC
