loc_rowid,toi,tid,tfopwg_disp
2023,2707.01,455036659,KP
2024,2708.01,452810327,FP
2025,2709.01,452810326,PC
2026,271.01,259511357,APC
2027,2710.01,408231638,PC
2028,2711.01,396896334,PC
2029,2712.01,362026280,PC
2030,2713.01,332660287,FP
2031,2714.01,332534326,CP
2032,2715.01,311239796,PC
2033,2716.01,284859630,PC
2034,2717.01,269077474,FP
2035,2718.01,248655096,PC
2036,2719.01,176314383,CP
2037,272.01,268766053,KP
2038,2720.01,169448297,PC
2039,2721.01,167714124,PC
2040,2722.01,153725446,PC
2041,2723.01,152477897,PC
2042,2724.01,119290630,PC
2043,2725.01,100780304,APC
2044,2726.01,100589633,PC
2045,2727.01,51830822,PC
2046,2728.01,42763678,PC
2047,2729.01,39724477,PC
2048,273.01,279740441,FP
2049,2730.01,37240067,PC
2050,2731.01,34729329,PC
2051,2732.01,34466256,FP
2052,2733.01,34266522,PC
2053,2734.01,21505121,PC
2054,2735.01,20069685,PC
2055,2736.01,91869778,FP
2056,2737.01,445946478,PC
2057,2738.01,445145355,PC
2058,2739.01,319473643,PC
2059,274.01,281979481,FP
2060,2740.01,301281965,APC
2061,2741.01,283303192,PC
2062,2742.01,282102605,PC
2063,2743.01,280212554,FP
2064,2744.01,279989567,FP
2065,2745.01,237770757,APC
2066,2746.01,237736186,PC
2067,2747.01,237632488,APC
2068,2748.01,237552878,PC
2069,2749.01,235448190,PC
2070,275.01,373844472,APC
2071,2750.01,235300016,PC
2072,2751.01,231157209,PC
2073,2752.01,170367033,PC
2074,2753.01,168191686,PC
2075,2754.01,148233571,FP
2076,2755.01,148004811,PC
2077,2756.01,147437399,APC
2078,2757.01,147125706,PC
2079,2758.01,147034452,PC
2080,2759.01,134315574,FP
2081,276.01,382188882,FP
2082,2760.01,130611752,FP
2083,2761.01,96736412,PC
2084,2762.01,79431527,APC
2085,2763.01,78441371,PC
2086,2764.01,53122063,PC
2087,2765.01,52976395,PC
2088,2766.01,284288093,APC
2089,2767.01,48806546,PC
2090,2768.01,443556801,CP
2091,2769.01,443534757,PC
2092,277.01,439456714,CP
2093,2770.01,438057373,PC
2094,2771.01,437893926,FP
2095,2772.01,435934762,PC
2096,2773.01,420962989,APC
2097,2774.01,388934707,PC
2098,2775.01,36574157,FP
2099,2776.01,35636165,PC
2100,2777.01,35483319,PC
2101,2778.01,332860211,PC
2102,2779.01,319735319,FP
2103,278.01,244161191,PC
2104,2780.01,317546777,PC
2105,2781.01,317417916,PC
2106,2782.01,306903715,PC
2107,2783.01,302976834,PC
2108,2784.01,302766000,FP
2109,2785.01,300204369,PC
2110,2786.01,281987399,PC
2111,2787.01,270677031,PC
2112,2788.01,255756918,PC
2113,2789.01,251209368,FP
2114,279.01,122613513,PC
2115,2790.01,247518629,PC
2116,2791.01,237406657,PC
2117,2792.01,237362186,PC
2118,2793.01,235077268,PC
2119,2794.01,232139628,PC
2120,2795.01,232052748,PC
2121,2796.01,220076110,CP
2122,2797.01,206897186,PC
2123,2798.01,160347548,PC
2124,2799.01,156887426,PC
2125,280.01,42054565,PC
2126,2800.01,147804034,PC
2127,2801.01,140287227,PC
2128,2802.01,139444326,PC
2129,2803.01,124379043,CP
2130,2804.01,44764338,PC
2131,2805.01,5024743,FP
2132,2806.01,193220940,PC
2133,2807.01,11936042,PC
2134,2808.01,192988021,PC
2135,2809.01,45655786,PC
2136,281.01,38696105,PC
2137,2810.01,80682484,PC
2138,2811.01,78775584,FP
2139,2812.01,105801221,FP
2140,2813.01,133427311,PC
2141,2814.01,268187322,PC
2142,2815.01,306663205,PC
2143,2816.01,131581522,FP
2144,2817.01,285526706,PC
2145,2818.01,151483286,CP
2146,2819.01,387275908,APC
2147,282.01,29781292,CP
2148,282.02,29781292,FA
2149,282.03,29781292,CP
2150,282.04,29781292,CP
2151,2820.01,130948731,PC
2152,2821.01,281489322,PC
2153,2822.01,130349701,PC
2154,2823.01,271035369,PC
2155,2824.01,128135100,PC
2156,2825.01,268496304,PC
2157,2826.01,123462119,PC
2158,2827.01,440775339,PC
2159,2828.01,268042363,FP
2160,2829.01,114103134,FP
2161,283.01,382626661,CP
2162,2830.01,307456716,APC
2163,2831.01,259165246,PC
2164,2832.01,107340585,PC
2165,2833.01,238335094,PC
2166,2833.02,238335094,PC
2167,2834.01,156172268,PC
2168,2835.01,98286422,FP
2169,2836.01,144628120,PC
2170,2837.01,238020894,APC
2171,2838.01,81231810,FP
2172,2839.01,182470056,FP
2173,284.01,277103955,FP
2174,2840.01,178577607,PC
2175,2841.01,79930628,PC
2176,2842.01,178162579,CP
2177,2843.01,79030066,PC
2178,2844.01,387342052,CP
2179,2845.01,177612321,FP
2180,2846.01,66151343,PC
2181,2847.01,175604949,PC
2182,2848.01,285524410,FP
2183,2849.01,61687533,PC
2184,285.01,220459976,PC
2185,2850.01,453105377,PC
2186,2851.01,174206540,PC
2187,2852.01,52869977,PC
2188,2853.01,173818213,PC
2189,2854.01,50989813,PC
2190,2855.01,437156845,FP
2191,2856.01,172630205,FP
2192,2857.01,419148828,APC
2193,2858.01,47587394,PC
2194,2859.01,157655504,PC
2195,286.01,150030205,CP
2196,286.02,150030205,CP
2197,2860.01,419029830,PC
2198,2861.01,157572174,PC
2199,2862.01,231937059,PC
2200,2863.01,412257781,FP
2201,2864.01,157011920,PC
2202,2865.01,231337271,PC
2203,2866.01,409896170,PC
2204,2867.01,156949982,PC
2205,2868.01,147857396,PC
2206,2869.01,409264172,PC
2207,287.01,2758565,PC
2208,2870.01,14709225,PC
2209,2871.01,155807906,FP
2210,2872.01,151930063,FP
2211,2873.01,119448220,PC
2212,2874.01,123106490,FP
2213,2875.01,385658469,PC
2214,2876.01,10827386,PC
2215,2877.01,348477542,PC
2216,2878.01,4999813,FP
2217,2879.01,146836153,FP
2218,288.01,47316976,PC
2219,2880.01,344140617,PC
2220,2881.01,320541238,PC
2221,2882.01,142405475,PC
2222,2883.01,319932686,PC
2223,2884.01,318413374,PC
2224,2885.01,140019355,PC
2225,2886.01,318796593,PC
2226,2887.01,134183038,PC
2227,2888.01,80713983,PC
2228,2889.01,355796887,PC
2229,289.01,201292545,PC
2230,2890.01,355655412,PC
2231,2891.01,342167886,PC
2232,2892.01,340559155,PC
2233,2893.01,340144218,PC
2234,2894.01,315120585,PC
2235,2895.01,315117300,PC
2236,2896.01,310537530,PC
2237,2897.01,308987429,PC
2238,2898.01,308612785,PC
2239,2899.01,307366709,PC
2240,290.01,201233610,FP
2241,2900.01,298206077,PC
2242,2901.01,295093397,PC
2243,2902.01,290302097,FP
2244,2903.01,268125229,PC
2245,2904.01,267536225,PC
2246,2905.01,260120451,PC
2247,2906.01,192259856,PC
2248,2907.01,192003741,PC
2249,2908.01,191671884,PC
2250,2909.01,191496430,PC
2251,291.01,49710555,FP
2252,2910.01,141574742,PC
2253,2911.01,141141249,PC
2254,2912.01,118406995,PC
2255,2913.01,101588793,PC
2256,2914.01,90127880,PC
2257,2915.01,89617284,PC
2258,2916.01,76663549,PC
2259,2917.01,75744886,PC
2260,2918.01,74881311,PC
2261,2919.01,74274839,PC
2262,292.01,180285396,PC
2263,2920.01,48210046,PC
2264,2921.01,45896295,PC
2265,2922.01,45492609,PC
2266,2923.01,45299834,PC
2267,2924.01,45048546,PC
2268,2925.01,44510874,PC
2269,2926.01,34499178,PC
2270,2927.01,33651215,PC
2271,2928.01,33159936,PC
2272,2929.01,31975443,PC
2273,293.01,355637190,APC
2274,2930.01,30300445,PC
2275,2931.01,29505837,PC
2276,2932.01,29418536,PC
2277,2933.01,29336129,FP
2278,2934.01,28945511,PC
2279,2935.01,24837152,PC
2280,2936.01,22020459,FP
2281,2937.01,18794442,PC
2282,2938.01,11417087,PC
2283,2939.01,5485318,PC
2284,294.01,188570092,CP
2285,2940.01,5224772,PC
2286,2941.01,4729001,APC
2287,2942.01,3840990,PC
2288,2943.01,3233861,PC
2289,2944.01,340700241,FP
2290,2945.01,286152207,PC
2291,2946.01,302798365,PC
2292,2947.01,374847873,FP
2293,2948.01,357896777,PC
2294,2949.01,357299852,PC
2295,295.01,327952677,KP
2296,2950.01,356206412,PC
2297,2951.01,304025075,FP
2298,2952.01,302527524,PC
2299,2953.01,469184909,FP
2300,2954.01,464328419,PC
2301,2955.01,464326872,PC
2302,2956.01,463508231,PC
2303,2957.01,463469906,PC
2304,2958.01,463203560,FP
2305,2959.01,462162963,FP
2306,296.01,382463648,PC
2307,2960.01,462072242,PC
2308,2961.01,446684383,PC
2309,2962.01,444394183,PC
2310,2963.01,441334829,FP
2311,2964.01,439512298,PC
2312,2965.01,146841337,PC
2313,2966.01,136504576,PC
2314,2967.01,103245940,FP
2315,2968.01,103183399,PC
2316,2969.01,36452991,PC
2317,297.01,115242351,FP
2318,2970.01,461136782,PC
2319,2971.01,453452264,PC
2320,2972.01,448536355,PC
2321,2973.01,437259571,PC
2322,2974.01,437253811,PC
2323,2975.01,423393242,PC
2324,2976.01,413372087,PC
2325,2977.01,361343239,CP
2326,2978.01,315096343,PC
2327,2979.01,311252710,PC
2328,298.01,206686292,APC
2329,2980.01,289931756,PC
2330,2981.01,287145649,CP
2331,2982.01,211446495,PC
2332,2983.01,168449943,PC
2333,2984.01,168405330,APC
2334,2985.01,168384845,PC
2335,2986.01,148497855,PC
2336,2987.01,141631253,FP
2337,2988.01,105759569,PC
2338,2989.01,97825640,PC
2339,299.01,156075294,PC
2340,2990.01,73433128,PC
2341,2991.01,49046332,PC
2342,2992.01,49045066,PC
2343,2993.01,48768158,PC
2344,2994.01,36718161,PC
2345,2995.01,36381058,PC
2346,2996.01,35855047,PC
2347,2997.01,35652085,PC
2348,2998.01,34737413,PC
2349,2999.01,34505005,FP
2350,300.01,166697854,FP
2351,3000.01,23435610,PC
2352,3001.01,468977648,FP
2353,3002.01,402053027,PC
2354,3003.01,400762242,PC
2355,3004.01,400395395,FP
2356,3005.01,386297468,FP
2357,3006.01,386161311,PC
2358,3007.01,384034837,PC
2359,3008.01,383666033,FP
2360,3009.01,357634632,PC
2361,301.01,144301052,PC
2362,3010.01,357202877,PC
2363,3011.01,356461227,FP
2364,3012.01,437560683,PC
2365,3013.01,383949205,PC
2366,3014.01,383806208,PC
2367,3015.01,357801293,PC
2368,3016.01,356200601,PC
2369,3017.01,122418622,PC
2370,3018.01,45684223,FP
2371,3019.01,45296362,PC
2372,302.01,229111835,PC
2373,3020.01,45191604,PC
2374,3021.01,45054849,PC
2375,3022.01,287721202,PC
2376,3023.01,454248975,CP
2377,3024.01,452576848,PC
2378,3025.01,452464529,PC
2379,3026.01,449491381,PC
2380,3027.01,282091492,PC
2381,3028.01,467955232,PC
2382,3029.01,465540915,PC
2383,303.01,145750719,KP
2384,3030.01,465275307,PC
2385,3031.01,460686828,PC
2386,3032.01,401283491,PC
2387,3033.01,398725538,APC
2388,3034.01,391645374,PC
2389,3035.01,390444761,PC
2390,3036.01,390157607,FP
2391,3037.01,376209245,PC
2392,3038.01,376036292,PC
2393,3039.01,373033374,PC
2394,304.01,262530873,FP
2395,3040.01,372596795,PC
2396,3041.01,371864043,PC
2397,3042.01,361219651,PC
2398,3043.01,360706000,PC
2399,3044.01,357538688,FP
2400,3045.01,344568128,PC
2401,3046.01,323966987,PC
2402,3047.01,316652224,PC
2403,3048.01,304426002,PC
2404,3049.01,303867090,FP
2405,305.01,102030574,PC
2406,3050.01,302003748,PC
2407,3051.01,288224503,PC
2408,3052.01,287584141,PC
2409,3053.01,269859655,PC
2410,3054.01,267712001,PC
2411,3055.01,160522555,PC
2412,3056.01,67798337,PC
2413,3057.01,67622702,APC
2414,3058.01,464711858,PC
2415,3059.01,464067218,FP
2416,306.01,114749636,KP
2417,3060.01,463681005,FP
2418,3061.01,463590116,PC
2419,3062.01,463343283,PC
2420,3063.01,463103749,PC
2421,3064.01,463070290,PC
2422,3065.01,462135459,PC
2423,3066.01,461968320,PC
2424,3067.01,459157691,APC
2425,3068.01,458995583,PC
2426,3069.01,457268255,PC
2427,307.01,9100874,PC
2428,3070.01,452049244,PC
2429,3071.01,452006073,CP
2430,3072.01,451084885,PC
2431,3073.01,448744179,PC
2432,3074.01,447976172,PC
2433,3075.01,447891218,PC
2434,3076.01,447593267,PC
2435,3077.01,443341002,PC
2436,3078.01,443042089,FP
2437,3079.01,441444262,PC
2438,308.01,281710229,APC
2439,3080.01,439926641,PC
2440,3081.01,432467894,PC
2441,3082.01,428699140,CP
2442,3083.01,405620289,PC
2443,3084.01,397423462,PC
2444,3085.01,376740324,FP
2445,3086.01,374158843,PC
2446,3087.01,364427226,PC
2447,3088.01,362607799,PC
2448,3089.01,347715478,PC
2449,309.01,228507250,PC
2450,3090.01,309913305,PC
2451,3091.01,306255021,PC
2452,3092.01,274911536,PC
2453,3093.01,272885406,PC
2454,3094.01,272645619,PC
2455,3095.01,270075071,PC
2456,3096.01,229465678,PC
2457,3097.01,163262555,PC
2458,3098.01,163260812,PC
2459,3099.01,163030461,PC
2460,310.01,175477257,PC
2461,3100.01,162620529,PC
2462,3101.01,157213708,PC
2463,3102.01,147092818,PC
2464,3103.01,133129971,PC
2465,3104.01,132963419,PC
2466,3105.01,124454726,PC
2467,3106.01,124453339,PC
2468,3107.01,124174267,PC
2469,3108.01,124146529,PC
2470,3109.01,120723776,FP
2471,311.01,434105231,APC
2472,3110.01,104022675,FP
2473,3111.01,103832313,PC
2474,3112.01,98662211,PC
2475,3113.01,94346376,PC
2476,3114.01,94011343,PC
2477,3115.01,93093765,PC
2478,3116.01,80778619,PC
2479,3117.01,73082014,PC
2480,3118.01,58461209,PC
2481,3119.01,57793060,PC
2482,312.01,180145006,APC
2483,3120.01,22384839,PC
2484,3121.01,14715294,PC
2485,3122.01,61117473,FP
2486,3123.01,60768923,APC
2487,3124.01,454918388,PC
2488,3125.01,160023,PC
2489,3126.01,454876465,PC
2490,3127.01,17361,APC
2491,3128.01,453677947,PC
2492,3129.01,4711,PC
2493,313.01,9102327,FP
2494,3130.01,453396346,PC
2495,3131.01,2876,PC
2496,3132.01,448923766,PC
2497,3133.01,448775221,PC
2498,3134.01,448688668,PC
2499,3135.01,448098793,PC
2500,3136.01,418471796,PC
2501,3137.01,395514100,PC
2502,3138.01,270347814,PC
2503,3139.01,48661942,PC
2504,314.01,316769613,PC
2505,3140.01,394900138,PC
2506,3141.01,394443982,PC
2507,3142.01,387791274,PC
2508,3143.01,384244834,PC
2509,3144.01,361176558,PC
2510,3145.01,360816296,PC
2511,3146.01,360816293,FP
2512,3147.01,359572563,PC
2513,3148.01,323980895,PC
2514,3149.01,296670796,PC
2515,315.01,66356824,FP
2516,3150.01,195256633,PC
2517,3151.01,36607746,PC
2518,3152.01,467484304,PC
2519,3153.01,466318137,FP
2520,3154.01,465176038,PC
2521,3155.01,457272901,APC
2522,3156.01,457110913,APC
2523,3157.01,456962262,PC
2524,3158.01,451254008,PC
2525,3159.01,449549170,FP
2526,316.01,8988289,APC
2527,3160.01,440872576,PC
2528,3161.01,438777551,PC
2529,3162.01,433546897,PC
2530,3163.01,425316308,PC
2531,3164.01,419946164,FP
2532,3165.01,419858461,FP
2533,3166.01,412371819,PC
2534,3167.01,411796826,PC
2535,3168.01,410554986,PC
2536,3169.01,403911354,PC
2537,317.01,402319411,PC
2538,3170.01,400712525,PC
2539,3171.01,399058051,PC
2540,3172.01,398502253,PC
2541,3173.01,398466662,PC
2542,3174.01,392112968,FP
2543,3175.01,391510223,PC
2544,3176.01,389999924,FP
2545,3177.01,383410746,PC
2546,3178.01,381996371,PC
2547,3179.01,378227267,PC
2548,318.01,206352378,PC
2549,3180.01,372960748,PC
2550,3181.01,372596796,FP
2551,3182.01,372448111,PC
2552,3183.01,370385007,PC
2553,3184.01,366248595,PC
2554,3185.01,363661031,PC
2555,3186.01,363632843,PC
2556,3187.01,245027119,PC
2557,3188.01,363202582,PC
2558,3189.01,361998994,FP
2559,319.01,389753172,APC
2560,3190.01,344745774,PC
2561,3191.01,342375120,PC
2562,3192.01,336613507,PC
2563,3193.01,334757798,PC
2564,3194.01,333511802,PC
2565,3195.01,332880327,PC
2566,3196.01,331297805,PC
2567,3197.01,331160996,PC
2568,3198.01,121625070,PC
2569,3199.01,330885564,PC
2570,320.01,188593930,FP
2571,3200.01,330014070,PC
2572,3201.01,329921262,PC
2573,3202.01,329691586,PC
2574,3203.01,329609449,PC
2575,3204.01,326662822,PC
2576,3205.01,322862882,FP
2577,3206.01,321802774,PC
2578,3207.01,320994166,PC
2579,3208.01,319949055,PC
2580,3209.01,319806044,PC
2581,321.01,175476629,FP
2582,3210.01,318668441,PC
2583,3211.01,323002911,PC
2584,3212.01,316236118,PC
2585,3213.01,314013231,APC
2586,3214.01,312508092,PC
2587,3215.01,307888842,PC
2588,3216.01,306547699,FP
2589,3217.01,309436531,FP
2590,3218.01,305739565,CP
2591,3219.01,305492348,PC
2592,322.01,198077394,PC
2593,3220.01,304950588,FP
2594,3221.01,303883880,FP
2595,3222.01,303686889,PC
2596,3223.01,297668572,PC
2597,3224.01,297457992,PC
2598,3225.01,401952328,PC
2599,3226.01,295233473,PC
2600,3227.01,294385899,PC
2601,3228.01,294365631,PC
2602,3229.01,290263093,PC
2603,323.01,251852984,PC
2604,3230.01,289445553,PC
2605,3231.01,280857321,PC
2606,3232.01,269439355,PC
2607,3233.01,265633507,APC
2608,3234.01,260776145,PC
2609,3235.01,243641947,CP
2610,3236.01,242460075,FP
2611,3237.01,242389810,PC
2612,3238.01,241752370,PC
2613,3239.01,241569046,PC
2614,324.01,156002449,PC
2615,3240.01,241514551,PC
2616,3241.01,241326434,PC
2617,3242.01,209923610,PC
2618,3243.01,209707800,PC
2619,3244.01,208091447,PC
2620,3245.01,203476998,PC
2621,3246.01,179715231,PC
2622,3247.01,167597352,PC
2623,3248.01,165667705,PC
2624,3249.01,159262969,PC
2625,325.01,66413476,PC
2626,3250.01,125424836,PC
2627,3251.01,121194926,PC
2628,3252.01,112037211,PC
2629,3253.01,112037203,FP
2630,3254.01,107506563,PC
2631,3255.01,83395136,PC
2632,3256.01,322901324,PC
2633,3257.01,76505260,FP
2634,3258.01,369789627,PC
2635,3259.01,68523365,PC
2636,326.01,144336525,APC
2637,3260.01,370138999,PC
2638,3261.01,358070912,CP
2639,3262.01,280096473,PC
2640,3263.01,469821652,PC
2641,3264.01,468055102,PC
2642,3265.01,466167563,PC
2643,3266.01,451566438,PC
2644,3267.01,410372968,PC
2645,3268.01,410358456,PC
2646,3269.01,410314178,PC
2647,327.01,206669860,PC
2648,3270.01,407922734,PC
2649,3271.01,406236094,PC
2650,3272.01,388280249,PC
2651,3273.01,372443687,PC
2652,3274.01,360822008,PC
2653,3275.01,325275736,PC
2654,3276.01,320327056,PC
2655,3277.01,319568619,PC
2656,3278.01,304130406,PC
2657,3279.01,179987678,PC
2658,328.01,139357541,PC
2659,3280.01,290302491,PC
2660,3281.01,254142310,PC
2661,3282.01,219924802,APC
2662,3283.01,201660996,PC
2663,3284.01,166220082,PC
2664,3285.01,114181798,PC
2665,3286.01,113648563,PC
2666,3287.01,113117112,PC
2667,3288.01,79920467,PC
2668,3289.01,31786438,PC
2669,329.01,169765334,CP
2670,3290.01,31697707,FP
2671,3291.01,464593883,PC
2672,3292.01,464481762,PC
2673,3293.01,464445045,PC
2674,3294.01,464280516,PC
2675,3295.01,456574511,PC
2676,3296.01,456560485,PC
2677,3297.01,451538240,PC
2678,3298.01,407772585,PC
2679,3299.01,390723664,PC
2680,330.01,27966179,PC
2681,3300.01,384299730,PC
2682,3301.01,384016413,PC
2683,3302.01,383299778,APC
2684,3303.01,381982417,PC
2685,3304.01,381789320,PC
2686,3305.01,380775661,PC
2687,3306.01,369861731,FP
2688,3307.01,369861728,PC
2689,3308.01,365554300,APC
2690,3309.01,365021641,PC
2691,331.01,262531275,FP
2692,3310.01,364072092,PC
2693,3311.01,337274055,FP
2694,3312.01,332314607,PC
2695,3313.01,327210623,FP
2696,3314.01,315398848,PC
2697,3315.01,312030014,PC
2698,3316.01,311565540,PC
2699,3317.01,311292015,PC
2700,3318.01,310854881,PC
2701,3319.01,310267134,FP
2702,332.01,139285832,CP
2703,3320.01,307320565,PC
2704,3321.01,306648160,CP
2705,3322.01,306357884,APC
2706,3323.01,305512837,FP
2707,3324.01,304695574,PC
2708,3325.01,303617735,PC
2709,3326.01,301455423,PC
2710,3327.01,292477426,PC
2711,3328.01,276647494,PC
2712,3329.01,256158543,PC
2713,333.01,224245334,CP
2714,3330.01,255768108,PC
2715,3331.01,194795551,CP
2716,3332.01,194179013,FP
2717,3333.01,193782529,PC
2718,3334.01,160930264,PC
2719,3335.01,120033290,PC
2720,3336.01,119950057,PC
2721,3337.01,119089245,PC
2722,3338.01,86419190,PC
2723,3339.01,86021841,PC
2724,334.01,233964642,APC
2725,3340.01,76761591,APC
2726,3341.01,75919790,PC
2727,3342.01,75076261,PC
2728,3343.01,58046864,FP
2729,3344.01,57093805,PC
2730,3345.01,21997420,PC
2731,3346.01,6404965,PC
2732,3347.01,131581531,FP
2733,3348.01,131347421,PC
2734,3349.01,50909831,APC
2735,335.01,41865539,FP
2736,3350.01,4959676,PC
2737,3351.01,941340744,PC
2738,3352.01,33840683,PC
2739,3353.01,391903064,CP
2740,3353.02,391903064,PC
2741,3354.01,260367888,PC
2742,3355.01,382045742,PC
2743,3356.01,229138584,PC
2744,3357.01,412259468,FP
2745,3358.01,146244533,FP
2746,3359.01,360714300,PC
2747,336.01,55452495,FP
2748,3360.01,342343963,APC
2749,3361.01,440324561,APC
2750,3362.01,464300749,CP
2751,3363.01,385858569,PC
2752,3364.01,280655495,CP
2753,3365.01,34297761,PC
2754,3366.01,220547837,PC
2755,3367.01,131730580,PC
2756,3368.01,131419624,PC
2757,3369.01,190981760,FP
2758,337.01,155986102,FP
2759,3370.01,131250246,PC
2760,3371.01,186470510,PC
2761,3372.01,131036011,FP
2762,3373.01,186459119,PC
2763,3374.01,131025778,PC
2764,3375.01,185482513,FP
2765,3376.01,130797885,PC
2766,3377.01,184670625,FP
2767,3378.01,133655284,PC
2768,3379.01,130191319,FP
2769,338.01,116156517,KP
2770,3380.01,176148945,APC
2771,3381.01,129881395,FP
2772,3382.01,13737885,PC
2773,3383.01,175317833,PC
2774,3384.01,118603213,PC
2775,3385.01,175079720,FP
2776,3386.01,174426662,PC
2777,3387.01,118072143,PC
2778,3388.01,173860688,FP
2779,3389.01,419419534,FP
2780,339.01,69838258,FP
2781,3390.01,96055535,APC
2782,3391.01,173824688,PC
2783,3392.01,80174172,FP
2784,3393.01,173260345,PC
2785,3394.01,59536337,PC
2786,3395.01,170405772,PC
2787,3396.01,56630436,PC
2788,3397.01,154616309,PC
2789,3398.01,46999289,PC
2790,3399.01,153197346,FP
2791,340.01,80439101,PC
2792,3400.01,437215469,PC
2793,3401.01,26051436,PC
2794,3402.01,152685831,FP
2795,3403.01,133107143,PC
2796,3404.01,18795429,PC
2797,3405.01,152326573,PC
2798,3406.01,410159011,PC
2799,3407.01,152005053,PC
2800,3408.01,7904580,FP
2801,3409.01,405485201,PC
2802,341.01,33911302,PC
2803,3410.01,238012337,PC
2804,3411.01,150424946,PC
2805,3412.01,396794358,PC
2806,3413.01,149745822,PC
2807,3414.01,131348451,PC
2808,3415.01,386456916,PC
2809,3416.01,145910571,PC
2810,3417.01,332710679,PC
2811,3418.01,437144507,PC
2812,3419.01,145904365,PC
2813,342.01,415969574,FP
2814,3420.01,293978434,FP
2815,3421.01,145023816,PC
2816,3422.01,286099128,KP
2817,3423.01,144970275,FP
2818,3424.01,283702603,FP
2819,3425.01,144682439,PC
2820,3426.01,277833423,PC
2821,3427.01,144467913,PC
2822,3428.01,271486001,PC
2823,3429.01,134551640,PC
2824,343.01,66497310,PC
2825,3430.01,118329434,APC
2826,3431.01,270649648,PC
2827,3432.01,133849258,PC
2828,3433.01,270471065,PC
2829,3434.01,270457662,PC
2830,3435.01,238162973,FP
2831,3436.01,132320310,FP
2832,3437.01,132313173,PC
2833,3438.01,455272393,PC
2834,3439.01,394338713,PC
2835,344.01,13023378,PC
2836,3440.01,208030798,FP
2837,3441.01,393196631,PC
2838,3442.01,207981861,PC
2839,3443.01,392995938,PC
2840,3444.01,161299119,PC
2841,3445.01,364431259,PC
2842,3446.01,149022647,PC
2843,3447.01,363749415,PC
2844,3448.01,143934343,PC
2845,3449.01,363083571,PC
2846,345.01,308208458,PC
2847,3450.01,126125073,PC
2848,3451.01,361710792,PC
2849,3452.01,360475034,PC
2850,3453.01,360473750,PC
2851,3454.01,359426909,PC
2852,3455.01,358938714,APC
2853,3456.01,357661805,PC
2854,3457.01,357312511,PC
2855,3458.01,340228388,PC
2856,3459.01,335860261,PC
2857,346.01,118327533,PC
2858,3460.01,39858507,PC
2859,3461.01,334080358,PC
2860,3462.01,324116813,PC
2861,3463.01,292889298,PC
2862,3464.01,290504044,PC
2863,3465.01,454361389,PC
2864,3466.01,284254253,FP
2865,3467.01,453289469,FP
2866,3468.01,282091493,FP
2867,3469.01,447192619,PC
2868,347.01,224271611,PC
2869,3470.01,277538491,PC
2870,3471.01,407166076,PC
2871,3472.01,275562670,FP
2872,3473.01,406861922,PC
2873,3474.01,274367763,PC
2874,3475.01,403507814,PC
2875,3476.01,272983172,PC
2876,3477.01,402391147,PC
2877,3478.01,255909950,PC
2878,3479.01,402219289,PC
2879,348.01,70785910,PC
2880,3480.01,254909777,PC
2881,3481.01,396316939,PC
2882,3482.01,254629854,FP
2883,3483.01,395926728,PC
2884,3484.01,221882319,PC
2885,3485.01,394672497,PC
2886,3485.02,394672497,PC
2887,3486.01,221861843,PC
2888,3487.01,301160638,APC
2889,3488.01,394570569,PC
2890,3489.01,221785300,PC
2891,349.01,382474101,FP
2892,3490.01,394492339,PC
2893,3491.01,208719443,PC
2894,3492.01,81077799,PC
2895,3493.01,203377303,PC
2896,3494.01,165827520,PC
2897,3495.01,272167060,PC
2898,3496.01,448358913,PC
2899,3497.01,21113347,KP
2900,3498.01,310294189,PC
2901,3499.01,446370039,PC
2902,350.01,199731190,APC
2903,3500.01,443666343,PC
2904,3500.02,443666343,PC
2905,3501.01,98957720,APC
2906,3502.01,452281203,PC
2907,3503.01,459850897,FP
2908,3504.01,117689799,FP
2909,3505.01,390988385,PC
2910,3506.01,102159710,PC
2911,3507.01,86451883,FP
2912,3508.01,278968371,FP
2913,3509.01,244912396,PC
2914,351.01,228381868,KP
2915,3510.01,57753734,PC
2916,3511.01,416368336,APC
2917,3512.01,40779013,FP
2918,3513.01,244487927,PC
2919,3514.01,1870990135,PC
2920,3515.01,198725468,PC
2921,3516.01,30254887,PC
2922,3517.01,123007594,PC
2923,3518.01,1712954983,PC
2924,3519.01,417129824,PC
2925,352.01,47423120,APC
2926,3520.01,120101789,PC
2927,3521.01,429036977,PC
2928,3522.01,106224627,PC
2929,3523.01,417047499,PC
2930,3524.01,106224626,FP
2931,3525.01,373576942,FP
2932,3526.01,89876424,FP
2933,3527.01,355748785,PC
2934,3528.01,67247610,FP
2935,3529.01,326203952,PC
2936,353.01,100099031,PC
2937,3530.01,64214215,APC
2938,3531.01,316038054,APC
2939,3532.01,42484503,PC
2940,3533.01,313408643,PC
2941,3534.01,27916356,KP
2942,3535.01,304514922,PC
2943,3536.01,27844066,FP
2944,3537.01,294599100,FP
2945,3538.01,27459498,PC
2946,3539.01,294594423,PC
2947,354.01,100097716,APC
2948,3540.01,17865622,CP
2949,3541.01,291147951,FP
2950,3542.01,16187321,FP
2951,3543.01,275887811,PC
2952,3544.01,15460993,PC
2953,3545.01,274641986,PC
2954,3546.01,13424053,PC
2955,3547.01,274075364,PC
2956,3548.01,271167979,FP
2957,3549.01,269269740,FP
2958,355.01,183593642,APC
2959,3550.01,248058363,PC
